organism,drug,year,p10,p25,median,p75,p90
Aspergillus niger species complex,uid,2014.0,2007741.8,2008043.75,2008249.0,2008346.75,2008475.0
Aspergillus niger species complex,uid,2015.0,2008727.3,2008979.5,2009861.5,2009867.0,2009917.4
Aspergillus niger species complex,uid,2016.0,2010817.4,2011413.0,2012061.0,2012063.0,2012083.0
Aspergillus niger species complex,uid,2017.0,2012556.2,2012589.5,2012649.0,2012746.0,2012846.8
Aspergillus niger species complex,uid,2018.0,2013877.7,2013881.0,2014223.5,2014557.75,2014569.6
Aspergillus niger species complex,uid,2019.0,2015645.0,2016028.0,2016343.0,2016831.0,2017332.2
Aspergillus niger species complex,uid,2020.0,2018075.1,2018260.5,2018428.5,2019104.5,2019426.3
Aspergillus niger species complex,uid,2021.0,2019929.0,2020080.0,2020835.0,2021027.0,2021109.6
Aspergillus niger species complex,uid,2022.0,3000664.9,3001154.0,3001587.0,3001713.75,3001830.1
Aspergillus niger species complex,uid,2023.0,3002260.2,3002346.0,3002420.0,3002975.0,3003063.0
Aspergillus nomius,Amphotericin B (CLSI),2012.0,2.0,2.0,2.0,2.0,2.0
Aspergillus nomius,Amphotericin B (CLSI),2018.0,2.0,2.0,2.0,2.0,2.0
Aspergillus nomius,Amphotericin B (CLSI),2022.0,1.0,1.0,1.0,1.0,1.0
Aspergillus nomius,Anidulafungin (CLSI),2012.0,0.008,0.008,0.008,0.008,0.008
Aspergillus nomius,Anidulafungin (CLSI),2018.0,0.004,0.004,0.004,0.004,0.004
Aspergillus nomius,Anidulafungin (CLSI),2022.0,0.015,0.015,0.015,0.015,0.015
Aspergillus nomius,Caspofungin (CLSI),2022.0,0.06,0.06,0.06,0.06,0.06
Aspergillus nomius,Itraconazole (CLSI),2012.0,0.5,0.5,0.5,0.5,0.5
Aspergillus nomius,Itraconazole (CLSI),2018.0,0.5,0.5,0.5,0.5,0.5
Aspergillus nomius,Itraconazole (CLSI),2022.0,0.5,0.5,0.5,0.5,0.5
Aspergillus nomius,Micafungin (CLSI),2012.0,0.008,0.008,0.008,0.008,0.008
Aspergillus nomius,Micafungin (CLSI),2018.0,0.008,0.008,0.008,0.008,0.008
Aspergillus nomius,Micafungin (CLSI),2022.0,0.015,0.015,0.015,0.015,0.015
Aspergillus nomius,Posaconazole (CLSI),2012.0,0.5,0.5,0.5,0.5,0.5
Aspergillus nomius,Posaconazole (CLSI),2018.0,0.5,0.5,0.5,0.5,0.5
Aspergillus nomius,Posaconazole (CLSI),2022.0,0.5,0.5,0.5,0.5,0.5
Aspergillus nomius,Voriconazole (CLSI),2012.0,0.5,0.5,0.5,0.5,0.5
Aspergillus nomius,Voriconazole (CLSI),2018.0,0.5,0.5,0.5,0.5,0.5
Aspergillus nomius,Voriconazole (CLSI),2022.0,1.0,1.0,1.0,1.0,1.0
Aspergillus nomius,uid,2012.0,2004230.0,2004230.0,2004230.0,2004230.0,2004230.0
Aspergillus nomius,uid,2018.0,2014553.0,2014553.0,2014553.0,2014553.0,2014553.0
Aspergillus nomius,uid,2022.0,3001932.0,3001932.0,3001932.0,3001932.0,3001932.0
Aspergillus ochraceus species complex,Amphotericin B (CLSI),2014.0,2.0,2.0,2.0,2.0,2.0
Aspergillus ochraceus species complex,Amphotericin B (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Aspergillus ochraceus species complex,Anidulafungin (CLSI),2014.0,0.03,0.03,0.03,0.03,0.03
Aspergillus ochraceus species complex,Anidulafungin (CLSI),2022.0,0.12,0.12,0.12,0.12,0.12
Aspergillus ochraceus species complex,Caspofungin (CLSI),2014.0,0.03,0.03,0.03,0.03,0.03
Aspergillus ochraceus species complex,Caspofungin (CLSI),2022.0,0.06,0.06,0.06,0.06,0.06
Aspergillus ochraceus species complex,Itraconazole (CLSI),2014.0,1.0,1.0,1.0,1.0,1.0
Aspergillus ochraceus species complex,Itraconazole (CLSI),2022.0,2.0,2.0,2.0,2.0,2.0
Aspergillus ochraceus species complex,Micafungin (CLSI),2014.0,0.03,0.03,0.03,0.03,0.03
Aspergillus ochraceus species complex,Micafungin (CLSI),2022.0,0.06,0.06,0.06,0.06,0.06
Aspergillus ochraceus species complex,Posaconazole (CLSI),2014.0,1.0,1.0,1.0,1.0,1.0
Aspergillus ochraceus species complex,Posaconazole (CLSI),2022.0,0.5,0.5,0.5,0.5,0.5
Aspergillus ochraceus species complex,Voriconazole (CLSI),2014.0,0.25,0.25,0.25,0.25,0.25
Aspergillus ochraceus species complex,Voriconazole (CLSI),2022.0,0.5,0.5,0.5,0.5,0.5
Aspergillus ochraceus species complex,uid,2014.0,2008445.0,2008445.0,2008445.0,2008445.0,2008445.0
Aspergillus ochraceus species complex,uid,2022.0,3000756.0,3000756.0,3000756.0,3000756.0,3000756.0
Aspergillus parasiticus,Amphotericin B (CLSI),2014.0,2.0,2.0,2.0,2.0,2.0
Aspergillus parasiticus,Amphotericin B (CLSI),2015.0,1.0,1.0,1.0,1.0,1.0
Aspergillus parasiticus,Amphotericin B (CLSI),2020.0,2.0,2.0,2.0,2.0,2.0
Aspergillus parasiticus,Anidulafungin (CLSI),2014.0,0.008,0.008,0.008,0.008,0.008
Aspergillus parasiticus,Anidulafungin (CLSI),2015.0,0.015,0.015,0.015,0.015,0.015
Aspergillus parasiticus,Anidulafungin (CLSI),2020.0,0.008,0.008,0.008,0.008,0.008
Aspergillus parasiticus,Caspofungin (CLSI),2014.0,0.03,0.03,0.03,0.03,0.03
Aspergillus parasiticus,Caspofungin (CLSI),2015.0,0.03,0.03,0.03,0.03,0.03
Aspergillus parasiticus,Caspofungin (CLSI),2020.0,0.0087,0.00975,0.0115,0.01325,0.0143
Aspergillus parasiticus,Itraconazole (CLSI),2014.0,0.12,0.12,0.12,0.12,0.12
Aspergillus parasiticus,Itraconazole (CLSI),2015.0,0.5,0.5,0.5,0.5,0.5
Aspergillus parasiticus,Itraconazole (CLSI),2020.0,0.55,0.625,0.75,0.875,0.95
Aspergillus parasiticus,Micafungin (CLSI),2014.0,0.015,0.015,0.015,0.015,0.015
Aspergillus parasiticus,Micafungin (CLSI),2015.0,0.015,0.015,0.015,0.015,0.015
Aspergillus parasiticus,Micafungin (CLSI),2020.0,0.0026,0.0035,0.005,0.006500000000000001,0.0074
Aspergillus parasiticus,Posaconazole (CLSI),2014.0,0.12,0.12,0.12,0.12,0.12
Aspergillus parasiticus,Posaconazole (CLSI),2015.0,0.5,0.5,0.5,0.5,0.5
Aspergillus parasiticus,Posaconazole (CLSI),2020.0,0.275,0.3125,0.375,0.4375,0.475
Aspergillus parasiticus,Voriconazole (CLSI),2014.0,0.5,0.5,0.5,0.5,0.5
Aspergillus parasiticus,Voriconazole (CLSI),2015.0,1.0,1.0,1.0,1.0,1.0
Aspergillus parasiticus,Voriconazole (CLSI),2020.0,0.55,0.625,0.75,0.875,0.95
Aspergillus parasiticus,uid,2014.0,2007110.0,2007110.0,2007110.0,2007110.0,2007110.0
Aspergillus parasiticus,uid,2015.0,2009859.0,2009859.0,2009859.0,2009859.0,2009859.0
Aspergillus parasiticus,uid,2020.0,2018247.9,2018457.75,2018807.5,2019157.25,2019367.1
Aspergillus piperis,Amphotericin B (CLSI),2015.0,0.5,0.5,0.5,0.5,0.5
Aspergillus piperis,Anidulafungin (CLSI),2015.0,0.008,0.008,0.008,0.008,0.008
Aspergillus piperis,Caspofungin (CLSI),2015.0,0.06,0.06,0.06,0.06,0.06
Aspergillus piperis,Itraconazole (CLSI),2015.0,2.0,2.0,2.0,2.0,2.0
Aspergillus piperis,Micafungin (CLSI),2015.0,0.03,0.03,0.03,0.03,0.03
Aspergillus piperis,Posaconazole (CLSI),2015.0,0.5,0.5,0.5,0.5,0.5
Aspergillus piperis,Voriconazole (CLSI),2015.0,1.0,1.0,1.0,1.0,1.0
Aspergillus piperis,uid,2015.0,2010428.0,2010428.0,2010428.0,2010428.0,2010428.0
Aspergillus sclerotiorum,Amphotericin B (CLSI),2019.0,2.0,2.0,2.0,2.0,2.0
Aspergillus sclerotiorum,Amphotericin B (CLSI),2020.0,8.0,8.0,8.0,8.0,8.0
Aspergillus sclerotiorum,Anidulafungin (CLSI),2019.0,0.06,0.06,0.06,0.06,0.06
Aspergillus sclerotiorum,Anidulafungin (CLSI),2020.0,0.03,0.03,0.03,0.03,0.03
Aspergillus sclerotiorum,Caspofungin (CLSI),2019.0,0.06,0.06,0.06,0.06,0.06
Aspergillus sclerotiorum,Caspofungin (CLSI),2020.0,0.015,0.015,0.015,0.015,0.015
Aspergillus sclerotiorum,Itraconazole (CLSI),2019.0,1.0,1.0,1.0,1.0,1.0
Aspergillus sclerotiorum,Itraconazole (CLSI),2020.0,1.0,1.0,1.0,1.0,1.0
Aspergillus sclerotiorum,Micafungin (CLSI),2019.0,0.03,0.03,0.03,0.03,0.03
Aspergillus sclerotiorum,Micafungin (CLSI),2020.0,0.03,0.03,0.03,0.03,0.03
Aspergillus sclerotiorum,Posaconazole (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Aspergillus sclerotiorum,Posaconazole (CLSI),2020.0,0.5,0.5,0.5,0.5,0.5
Aspergillus sclerotiorum,Voriconazole (CLSI),2019.0,0.12,0.12,0.12,0.12,0.12
Aspergillus sclerotiorum,Voriconazole (CLSI),2020.0,0.5,0.5,0.5,0.5,0.5
Aspergillus sclerotiorum,uid,2019.0,2015581.0,2015581.0,2015581.0,2015581.0,2015581.0
Aspergillus sclerotiorum,uid,2020.0,2019506.0,2019506.0,2019506.0,2019506.0,2019506.0
Aspergillus sydowii,Amphotericin B (CLSI),2010.0,2.0,2.0,2.0,2.0,2.0
Aspergillus sydowii,Amphotericin B (CLSI),2011.0,2.0,2.0,2.0,2.0,2.0
Aspergillus sydowii,Amphotericin B (CLSI),2012.0,1.0,1.0,1.0,1.0,1.0
Aspergillus sydowii,Amphotericin B (CLSI),2016.0,2.0,2.0,2.0,2.0,2.0
Aspergillus sydowii,Amphotericin B (CLSI),2018.0,2.0,2.0,2.0,2.0,2.0
Aspergillus sydowii,Amphotericin B (CLSI),2022.0,1.0,1.0,1.0,1.0,1.0
Aspergillus sydowii,Amphotericin B (CLSI),2023.0,0.5,0.5,0.5,0.5,0.5
Aspergillus sydowii,Anidulafungin (CLSI),2010.0,0.03,0.03,0.03,0.03,0.03
Aspergillus sydowii,Anidulafungin (CLSI),2011.0,0.03,0.03,0.03,0.03,0.03
Aspergillus sydowii,Anidulafungin (CLSI),2012.0,0.015,0.015,0.015,0.0225,0.027
Aspergillus sydowii,Anidulafungin (CLSI),2016.0,0.03,0.03,0.03,0.03,0.03
Aspergillus sydowii,Anidulafungin (CLSI),2018.0,0.03,0.03,0.03,0.03,0.03
Aspergillus sydowii,Anidulafungin (CLSI),2022.0,0.0132,0.020999999999999998,0.034,0.047,0.0548
Aspergillus sydowii,Anidulafungin (CLSI),2023.0,0.004,0.004,0.004,0.004,0.004
Aspergillus sydowii,Caspofungin (CLSI),2010.0,0.03,0.03,0.03,0.03,0.03
Aspergillus sydowii,Caspofungin (CLSI),2011.0,0.03,0.03,0.03,0.03,0.03
Aspergillus sydowii,Caspofungin (CLSI),2012.0,0.03,0.03,0.03,0.045,0.054
Aspergillus sydowii,Caspofungin (CLSI),2016.0,0.015,0.015,0.015,0.015,0.015
Aspergillus sydowii,Caspofungin (CLSI),2018.0,0.015,0.015,0.015,0.015,0.015
Aspergillus sydowii,Caspofungin (CLSI),2022.0,0.0102,0.0135,0.019,0.0245,0.0278
Aspergillus sydowii,Caspofungin (CLSI),2023.0,0.002,0.002,0.002,0.002,0.002
Aspergillus sydowii,Itraconazole (CLSI),2010.0,1.0,1.0,1.0,1.0,1.0
Aspergillus sydowii,Itraconazole (CLSI),2011.0,2.0,2.0,2.0,2.0,2.0
Aspergillus sydowii,Itraconazole (CLSI),2012.0,1.0,1.0,1.0,1.5,1.8
Aspergillus sydowii,Itraconazole (CLSI),2016.0,1.0,1.0,1.0,1.0,1.0
Aspergillus sydowii,Itraconazole (CLSI),2018.0,2.0,2.0,2.0,2.0,2.0
Aspergillus sydowii,Itraconazole (CLSI),2022.0,0.5,0.5,0.5,0.5,0.5
Aspergillus sydowii,Itraconazole (CLSI),2023.0,1.0,1.0,1.0,1.0,1.0
Aspergillus sydowii,Micafungin (CLSI),2010.0,0.015,0.015,0.015,0.015,0.015
Aspergillus sydowii,Micafungin (CLSI),2011.0,0.03,0.03,0.03,0.03,0.03
Aspergillus sydowii,Micafungin (CLSI),2012.0,0.008,0.008,0.008,0.0115,0.0136
Aspergillus sydowii,Micafungin (CLSI),2016.0,0.03,0.03,0.03,0.03,0.03
Aspergillus sydowii,Micafungin (CLSI),2018.0,0.015,0.015,0.015,0.015,0.015
Aspergillus sydowii,Micafungin (CLSI),2022.0,0.0066,0.010499999999999999,0.017,0.0235,0.0274
Aspergillus sydowii,Micafungin (CLSI),2023.0,0.002,0.002,0.002,0.002,0.002
Aspergillus sydowii,Posaconazole (CLSI),2010.0,0.25,0.25,0.25,0.25,0.25
Aspergillus sydowii,Posaconazole (CLSI),2011.0,1.0,1.0,1.0,1.0,1.0
Aspergillus sydowii,Posaconazole (CLSI),2012.0,0.3,0.375,0.5,0.5,0.5
Aspergillus sydowii,Posaconazole (CLSI),2016.0,0.5,0.5,0.5,0.5,0.5
Aspergillus sydowii,Posaconazole (CLSI),2018.0,1.0,1.0,1.0,1.0,1.0
Aspergillus sydowii,Posaconazole (CLSI),2022.0,0.133,0.1525,0.185,0.2175,0.237
Aspergillus sydowii,Posaconazole (CLSI),2023.0,0.25,0.25,0.25,0.25,0.25
Aspergillus sydowii,Voriconazole (CLSI),2010.0,1.0,1.0,1.0,1.0,1.0
Aspergillus sydowii,Voriconazole (CLSI),2011.0,2.0,2.0,2.0,2.0,2.0
Aspergillus sydowii,Voriconazole (CLSI),2012.0,0.4,0.625,1.0,1.0,1.0
Aspergillus sydowii,Voriconazole (CLSI),2016.0,0.5,0.5,0.5,0.5,0.5
Aspergillus sydowii,Voriconazole (CLSI),2018.0,1.0,1.0,1.0,1.0,1.0
Aspergillus sydowii,Voriconazole (CLSI),2022.0,0.275,0.3125,0.375,0.4375,0.475
Aspergillus sydowii,Voriconazole (CLSI),2023.0,1.0,1.0,1.0,1.0,1.0
Aspergillus sydowii,uid,2010.0,2000562.0,2000562.0,2000562.0,2000562.0,2000562.0
Aspergillus sydowii,uid,2011.0,2002120.0,2002120.0,2002120.0,2002120.0,2002120.0
Aspergillus sydowii,uid,2012.0,2004214.6,2004217.0,2004221.0,2004222.0,2004222.6
Aspergillus sydowii,uid,2016.0,2010744.0,2010744.0,2010744.0,2010744.0,2010744.0
Aspergillus sydowii,uid,2018.0,2015468.0,2015468.0,2015468.0,2015468.0,2015468.0
Aspergillus sydowii,uid,2022.0,3001329.8,3001355.0,3001397.0,3001439.0,3001464.2
Aspergillus sydowii,uid,2023.0,3002397.0,3002397.0,3002397.0,3002397.0,3002397.0
Aspergillus tamarii,Amphotericin B (CLSI),2015.0,1.0,1.0,1.0,1.0,1.0
Aspergillus tamarii,Amphotericin B (CLSI),2018.0,1.0,1.0,1.0,1.0,1.0
Aspergillus tamarii,Amphotericin B (CLSI),2019.0,2.0,2.0,2.0,2.0,2.0
Aspergillus tamarii,Anidulafungin (CLSI),2015.0,0.008,0.008,0.008,0.008,0.008
Aspergillus tamarii,Anidulafungin (CLSI),2018.0,0.004,0.004,0.004,0.004,0.004
Aspergillus tamarii,Anidulafungin (CLSI),2019.0,0.004,0.004,0.004,0.004,0.004
Aspergillus tamarii,Caspofungin (CLSI),2015.0,0.008,0.008,0.008,0.008,0.008
Aspergillus tamarii,Caspofungin (CLSI),2018.0,0.015,0.015,0.015,0.015,0.015
Aspergillus tamarii,Caspofungin (CLSI),2019.0,0.008,0.008,0.008,0.008,0.008
Aspergillus tamarii,Itraconazole (CLSI),2015.0,0.25,0.25,0.25,0.25,0.25
Aspergillus tamarii,Itraconazole (CLSI),2018.0,0.25,0.25,0.25,0.25,0.25
Aspergillus tamarii,Itraconazole (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Aspergillus tamarii,Micafungin (CLSI),2015.0,0.008,0.008,0.008,0.008,0.008
Aspergillus tamarii,Micafungin (CLSI),2018.0,0.002,0.002,0.002,0.002,0.002
Aspergillus tamarii,Micafungin (CLSI),2019.0,0.008,0.008,0.008,0.008,0.008
Aspergillus tamarii,Posaconazole (CLSI),2015.0,0.06,0.06,0.06,0.06,0.06
Aspergillus tamarii,Posaconazole (CLSI),2018.0,0.12,0.12,0.12,0.12,0.12
Aspergillus tamarii,Posaconazole (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Aspergillus tamarii,Voriconazole (CLSI),2015.0,0.12,0.12,0.12,0.12,0.12
Aspergillus tamarii,Voriconazole (CLSI),2018.0,0.5,0.5,0.5,0.5,0.5
Aspergillus tamarii,Voriconazole (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Aspergillus tamarii,uid,2015.0,2009139.0,2009139.0,2009139.0,2009139.0,2009139.0
Aspergillus tamarii,uid,2018.0,2015275.0,2015275.0,2015275.0,2015275.0,2015275.0
Aspergillus tamarii,uid,2019.0,2016334.0,2016334.0,2016334.0,2016334.0,2016334.0
Aspergillus terreus,Amphotericin B (CLSI),2010.0,2.0,2.0,2.0,2.0,2.0
Aspergillus terreus,Amphotericin B (CLSI),2011.0,2.0,2.0,2.0,2.0,2.0
Aspergillus terreus,Amphotericin B (CLSI),2012.0,2.0,2.0,2.0,2.0,2.0
Aspergillus terreus,Amphotericin B (CLSI),2013.0,2.0,2.0,2.0,2.0,2.0
Aspergillus terreus,Amphotericin B (CLSI),2014.0,2.0,2.0,2.0,2.0,2.0
Aspergillus terreus,Amphotericin B (CLSI),2015.0,1.0,1.25,2.0,2.0,2.0
Aspergillus terreus,Amphotericin B (CLSI),2016.0,2.0,2.0,2.0,2.5,3.4000000000000004
Aspergillus terreus,Amphotericin B (CLSI),2017.0,1.5,2.0,2.0,2.0,2.0
Aspergillus terreus,Amphotericin B (CLSI),2018.0,1.0,1.0,1.5,3.5,4.0
Aspergillus terreus,Amphotericin B (CLSI),2019.0,2.0,2.0,2.0,3.0,3.6
Aspergillus terreus,Amphotericin B (CLSI),2020.0,2.0,2.0,2.0,2.0,2.0
Aspergillus terreus,Amphotericin B (CLSI),2021.0,0.75,1.0,1.0,1.75,2.0
Aspergillus terreus,Amphotericin B (CLSI),2022.0,0.475,0.5,0.5,1.0,2.1999999999999993
Aspergillus terreus,Amphotericin B (CLSI),2023.0,1.0,1.0,1.5,2.0,3.0
Aspergillus terreus,Anidulafungin (CLSI),2010.0,0.008,0.008,0.008,0.008,0.008
Aspergillus terreus,Anidulafungin (CLSI),2011.0,0.015,0.015,0.015,0.0675,0.099
Aspergillus terreus,Anidulafungin (CLSI),2012.0,0.015,0.015,0.015,0.015,0.015
Aspergillus terreus,Anidulafungin (CLSI),2013.0,0.008,0.008,0.008,0.008,0.008
Aspergillus terreus,Anidulafungin (CLSI),2014.0,0.0087,0.00975,0.0115,0.01325,0.0143
Aspergillus terreus,Anidulafungin (CLSI),2015.0,0.008,0.008,0.0115,0.015,0.016499999999999994
Aspergillus terreus,Anidulafungin (CLSI),2016.0,0.010100000000000001,0.01325,0.015,0.01875,0.025500000000000002
Aspergillus terreus,Anidulafungin (CLSI),2017.0,0.015,0.015,0.0225,0.03,0.03
Aspergillus terreus,Anidulafungin (CLSI),2018.0,0.0115,0.015,0.015,0.015,0.015
Aspergillus terreus,Anidulafungin (CLSI),2019.0,0.0032,0.005,0.008,0.0115,0.0136
Aspergillus terreus,Anidulafungin (CLSI),2020.0,0.005,0.008,0.0115,0.015,0.0225
Aspergillus terreus,Anidulafungin (CLSI),2021.0,0.0115,0.015,0.0225,0.03,0.045
Aspergillus terreus,Anidulafungin (CLSI),2022.0,0.004,0.008,0.008,0.01325,0.015
Aspergillus terreus,Anidulafungin (CLSI),2023.0,0.004,0.005,0.008,0.01325,0.015
Aspergillus terreus,Caspofungin (CLSI),2010.0,0.018,0.0225,0.03,0.03,0.03
Aspergillus terreus,Caspofungin (CLSI),2011.0,0.015,0.015,0.015,0.1325,0.203
Aspergillus terreus,Caspofungin (CLSI),2012.0,0.03,0.03,0.03,0.03,0.03
Aspergillus terreus,Caspofungin (CLSI),2013.0,0.015,0.015,0.015,0.015,0.015
Aspergillus terreus,Caspofungin (CLSI),2014.0,0.0165,0.01875,0.0225,0.02625,0.028499999999999998
Aspergillus terreus,Caspofungin (CLSI),2015.0,0.008,0.015,0.015,0.015,0.03
Aspergillus terreus,Caspofungin (CLSI),2016.0,0.008,0.008,0.008,0.0135,0.023400000000000004
Aspergillus terreus,Caspofungin (CLSI),2017.0,0.015,0.015,0.0225,0.03,0.045
Aspergillus terreus,Caspofungin (CLSI),2018.0,0.015,0.015,0.0225,0.03,0.03
Aspergillus terreus,Caspofungin (CLSI),2019.0,0.0092,0.017,0.03,0.045,0.054
Aspergillus terreus,Caspofungin (CLSI),2020.0,0.008,0.008,0.0115,0.015,0.0225
Aspergillus terreus,Caspofungin (CLSI),2021.0,0.015,0.015,0.015,0.02625,0.03
Aspergillus terreus,Caspofungin (CLSI),2022.0,0.008,0.00975,0.015,0.015,0.03
Aspergillus terreus,Caspofungin (CLSI),2023.0,0.004,0.004,0.006,0.008,0.019
Aspergillus terreus,Itraconazole (CLSI),2010.0,0.3,0.375,0.5,0.5,0.5
Aspergillus terreus,Itraconazole (CLSI),2011.0,0.6,0.75,1.0,1.0,1.0
Aspergillus terreus,Itraconazole (CLSI),2012.0,0.5,0.5,0.5,0.75,0.9
Aspergillus terreus,Itraconazole (CLSI),2013.0,0.55,0.625,0.75,0.875,0.95
Aspergillus terreus,Itraconazole (CLSI),2014.0,0.275,0.3125,0.375,0.4375,0.475
Aspergillus terreus,Itraconazole (CLSI),2015.0,0.237,0.3125,0.5,0.5,0.5
Aspergillus terreus,Itraconazole (CLSI),2016.0,0.5,0.5,0.5,0.625,0.8500000000000001
Aspergillus terreus,Itraconazole (CLSI),2017.0,0.5,0.5,0.5,0.5,0.5
Aspergillus terreus,Itraconazole (CLSI),2018.0,0.25,0.25,0.375,0.5,0.5
Aspergillus terreus,Itraconazole (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Aspergillus terreus,Itraconazole (CLSI),2020.0,0.375,0.5,0.5,0.875,1.0
Aspergillus terreus,Itraconazole (CLSI),2021.0,0.25,0.3125,0.5,0.5,0.75
Aspergillus terreus,Itraconazole (CLSI),2022.0,0.237,0.25,0.25,0.4375,0.5
Aspergillus terreus,Itraconazole (CLSI),2023.0,0.185,0.25,0.25,0.25,0.375
Aspergillus terreus,Micafungin (CLSI),2010.0,0.008,0.008,0.008,0.008,0.008
Aspergillus terreus,Micafungin (CLSI),2011.0,0.0094,0.0115,0.015,0.0675,0.099
Aspergillus terreus,Micafungin (CLSI),2012.0,0.015,0.015,0.015,0.015,0.015
Aspergillus terreus,Micafungin (CLSI),2013.0,0.008,0.008,0.008,0.008,0.008
Aspergillus terreus,Micafungin (CLSI),2014.0,0.008,0.008,0.008,0.008,0.008
Aspergillus terreus,Micafungin (CLSI),2015.0,0.008,0.008,0.008,0.008,0.015
Aspergillus terreus,Micafungin (CLSI),2016.0,0.008,0.008,0.0115,0.015,0.015
Aspergillus terreus,Micafungin (CLSI),2017.0,0.008,0.008,0.008,0.01325,0.015
Aspergillus terreus,Micafungin (CLSI),2018.0,0.006,0.008,0.0115,0.015,0.015
Aspergillus terreus,Micafungin (CLSI),2019.0,0.0032,0.005,0.008,0.008,0.008
Aspergillus terreus,Micafungin (CLSI),2020.0,0.004,0.004,0.006,0.008,0.0115
Aspergillus terreus,Micafungin (CLSI),2021.0,0.002,0.0025,0.006,0.01325,0.015
Aspergillus terreus,Micafungin (CLSI),2022.0,0.002,0.002,0.004,0.007,0.015
Aspergillus terreus,Micafungin (CLSI),2023.0,0.002,0.002,0.002,0.0035,0.004
Aspergillus terreus,Posaconazole (CLSI),2010.0,0.25,0.25,0.25,0.375,0.45
Aspergillus terreus,Posaconazole (CLSI),2011.0,0.3,0.375,0.5,0.5,0.5
Aspergillus terreus,Posaconazole (CLSI),2012.0,0.3,0.375,0.5,0.5,0.5
Aspergillus terreus,Posaconazole (CLSI),2013.0,0.25,0.25,0.25,0.25,0.25
Aspergillus terreus,Posaconazole (CLSI),2014.0,0.275,0.3125,0.375,0.4375,0.475
Aspergillus terreus,Posaconazole (CLSI),2015.0,0.12,0.25,0.25,0.25,0.25
Aspergillus terreus,Posaconazole (CLSI),2016.0,0.159,0.2175,0.25,0.25,0.25
Aspergillus terreus,Posaconazole (CLSI),2017.0,0.25,0.25,0.25,0.25,0.375
Aspergillus terreus,Posaconazole (CLSI),2018.0,0.12,0.1525,0.25,0.25,0.25
Aspergillus terreus,Posaconazole (CLSI),2019.0,0.146,0.185,0.25,0.25,0.25
Aspergillus terreus,Posaconazole (CLSI),2020.0,0.12,0.1525,0.375,0.5,0.5
Aspergillus terreus,Posaconazole (CLSI),2021.0,0.12,0.1525,0.25,0.25,0.25
Aspergillus terreus,Posaconazole (CLSI),2022.0,0.056999999999999995,0.06,0.06,0.12,0.13299999999999995
Aspergillus terreus,Posaconazole (CLSI),2023.0,0.09,0.12,0.12,0.12,0.12
Aspergillus terreus,Voriconazole (CLSI),2010.0,0.3,0.375,0.5,0.5,0.5
Aspergillus terreus,Voriconazole (CLSI),2011.0,0.5,0.5,0.5,0.5,0.5
Aspergillus terreus,Voriconazole (CLSI),2012.0,0.5,0.5,0.5,0.5,0.5
Aspergillus terreus,Voriconazole (CLSI),2013.0,0.55,0.625,0.75,0.875,0.95
Aspergillus terreus,Voriconazole (CLSI),2014.0,0.275,0.3125,0.375,0.4375,0.475
Aspergillus terreus,Voriconazole (CLSI),2015.0,0.237,0.25,0.375,0.5,0.5
Aspergillus terreus,Voriconazole (CLSI),2016.0,0.325,0.4375,0.5,0.5,0.5
Aspergillus terreus,Voriconazole (CLSI),2017.0,0.25,0.3125,0.5,0.5,0.5
Aspergillus terreus,Voriconazole (CLSI),2018.0,0.12,0.1525,0.25,0.25,0.375
Aspergillus terreus,Voriconazole (CLSI),2019.0,0.12,0.12,0.12,0.185,0.224
Aspergillus terreus,Voriconazole (CLSI),2020.0,0.12,0.1525,0.375,0.5,0.5
Aspergillus terreus,Voriconazole (CLSI),2021.0,0.25,0.25,0.375,0.5,0.5
Aspergillus terreus,Voriconazole (CLSI),2022.0,0.25,0.3125,0.5,0.5,1.0
Aspergillus terreus,Voriconazole (CLSI),2023.0,0.375,0.5,0.5,0.5,0.5
Aspergillus terreus,uid,2010.0,2001117.0,2001178.5,2001281.0,2001421.0,2001505.0
Aspergillus terreus,uid,2011.0,2002184.6,2002280.0,2002439.0,2002641.5,2002763.0
